_id,IP_DST,TIMESTAMP_START,TIMESTAMP_END,STATUS,COUNT_PACKETS,SNIFF_TIMESTAMP_START,SNIFF_TIMESTAMP_START_MAX,SNIFF_TIMESTAMP_START_AVG,PACKET_TIMESTAMP_MIN,PACKET_TIMESTAMP_MAX,MONITORING_ENTER_TIME,MONITORING_TIME_BEFORE_BROADCAST,MONITORING_TIME_END,TIME_DIFF_SECONDS
682fb0db465c5d16d10e17e2,172.16.0.1,1747955880,1747955940,DETECTED,868,1747955929.195921,1747955929898923,1747955929339451.5,1747955929177387,1747955929211000,1747955931.028856,1747955931.12846,1747955931.128582,1.9326610565185547
682fb0dd465c5d16d10e254d,162.248.16.28,1747955880,1747955940,NOT DETECTED,1,1747955931.857558,1747955931857558,1747955931857558,1747955931794668,1747955931794668,1747955933.089496,1747955933.190185,1747955933.190296,1.332737922668457
682fb0dd465c5d16d10e254e,192.168.10.50,1747955880,1747955940,NOT DETECTED,14,1747955930.516944,1747955931869288,1747955931374625.2,1747955930493177,1747955931806201,1747955933.089531,1747955933.190185,1747955933.190296,2.673352003097534
682fb0dd465c5d16d10e254f,172.16.0.1,1747955880,1747955940,DETECTED,2846,1747955929.195921,1747955932162497,1747955930728497,1747955929177387,1747955931843421,1747955933.089546,1747955933.190185,1747955933.190296,3.994374990463257
682fb0dd465c5d16d10e2550,192.82.242.50,1747955880,1747955940,NOT DETECTED,13,1747955931.324279,1747955932173940,1747955931752223.5,1747955931149092,1747955931961816,1747955933.08956,1747955933.190185,1747955933.190296,1.8660168647766113
682fb0df465c5d16d10e36ca,192.82.242.50,1747955880,1747955940,NOT DETECTED,14,1747955931.324279,1747955933147284,1747955931851870.5,1747955931149092,1747955932855767,1747955935.130395,1747955935.23102,1747955935.231116,3.906836986541748
682fb0df465c5d16d10e36cb,172.217.10.34,1747955880,1747955940,NOT DETECTED,1,1747955933.695171,1747955933695171,1747955933695171,1747955933320821,1747955933320821,1747955935.130433,1747955935.23102,1747955935.231116,1.535944938659668
682fb0df465c5d16d10e36cc,192.168.10.50,1747955880,1747955940,NOT DETECTED,24,1747955930.516944,1747955934494460,1747955932397482,1747955930493177,1747955934446687,1747955935.130448,1747955935.23102,1747955935.231116,4.714172124862671
682fb0df465c5d16d10e36cd,172.16.0.1,1747955880,1747955940,DETECTED,4824,1747955929.195921,1747955934787416,1747955932072706.2,1747955929177387,1747955934483610,1747955935.130461,1747955935.23102,1747955935.231116,6.0351951122283936
682fb0e1465c5d16d10e411a,54.165.15.74,1747955880,1747955940,NOT DETECTED,1,1747955935.785615,1747955935785615,1747955935785615,1747955935460228,1747955935460228,1747955937.155683,1747955937.255506,1747955937.255599,1.4699840545654297
682fb0e1465c5d16d10e411b,172.217.11.14,1747955880,1747955940,NOT DETECTED,1,1747955935.790695,1747955935790695,1747955935790695,1747955935567895,1747955935567895,1747955937.155709,1747955937.255506,1747955937.255599,1.4649040699005127
