_id,IP_DST,TIMESTAMP_START,TIMESTAMP_END,STATUS,COUNT_PACKETS,SNIFF_TIMESTAMP_START,SNIFF_TIMESTAMP_START_MAX,SNIFF_TIMESTAMP_START_AVG,PACKET_TIMESTAMP_MIN,PACKET_TIMESTAMP_MAX,MONITORING_ENTER_TIME,MONITORING_TIME_BEFORE_BROADCAST,MONITORING_TIME_END,TIME_DIFF_SECONDS
682f86b51b943b7799d39c79,172.16.0.1,1747945080,1747945140,DETECTED,309,1747945139.990186,1747945140037986,1747945140014107.2,1747945139973621,1747945139985489,1747945141.055688,1747945141.155289,1747945141.1554,1.1652140617370605
682f86b71b943b7799d3b1cb,172.16.0.1,1747945080,1747945140,DETECTED,685,1747945139.990186,1747945140103958,1747945140043520,1747945139973621,1747945139999974,1747945143.228702,1747945143.329443,1747945143.32956,3.33937406539917
682f86b71b943b7799d3b1cc,192.82.242.50,1747945140,1747945200,NOT DETECTED,11,1747945142.121005,1747945142649477,1747945142474516.8,1747945141945325,1747945142528461,1747945143.228742,1747945143.329443,1747945143.32956,1.208554983139038
682f86b71b943b7799d3b1cd,162.248.16.28,1747945140,1747945200,NOT DETECTED,1,1747945142.653315,1747945142653315,1747945142653315,1747945142590903,1747945142590903,1747945143.228759,1747945143.329443,1747945143.32956,0.6762449741363525
682f86b71b943b7799d3b1ce,192.168.10.50,1747945140,1747945200,NOT DETECTED,14,1747945141.31444,1747945142665113,1747945142171448.5,1747945141289411,1747945142602435,1747945143.228773,1747945143.329443,1747945143.32956,2.015120029449463
682f86b71b943b7799d3b1cf,172.16.0.1,1747945140,1747945200,DETECTED,1642,1747945140.10403,1747945142797386,1747945141688749.2,1747945140000028,1747945142619598,1747945143.228786,1747945143.329443,1747945143.32956,3.2255301475524902
682f86b91b943b7799d3bbe7,192.82.242.50,1747945140,1747945200,NOT DETECTED,14,1747945142.121005,1747945143945152,1747945142649381.8,1747945141945325,1747945143652001,1747945145.265112,1747945145.369274,1747945145.369395,3.248389959335327
682f86b91b943b7799d3bbe8,192.168.10.50,1747945140,1747945200,NOT DETECTED,19,1747945141.31444,1747945143972541,1747945142644050.5,1747945141289411,1747945143927078,1747945145.265152,1747945145.369274,1747945145.369395,4.054955005645752
682f86b91b943b7799d3bbe9,172.16.0.1,1747945140,1747945200,DETECTED,3151,1747945140.10403,1747945144481991,1747945142666112.5,1747945140000028,1747945143963225,1747945145.265169,1747945145.369274,1747945145.369395,5.265365123748779
682f86b91b943b7799d3bbea,172.217.10.34,1747945140,1747945200,NOT DETECTED,1,1747945144.489759,1747945144489759,1747945144489759,1747945144117055,1747945144117055,1747945145.265184,1747945145.369274,1747945145.369395,0.8796360492706299
