_id,IP_DST,TIMESTAMP_START,TIMESTAMP_END,STATUS,COUNT_PACKETS,SNIFF_TIMESTAMP_START,SNIFF_TIMESTAMP_START_MAX,SNIFF_TIMESTAMP_START_AVG,PACKET_TIMESTAMP_MIN,PACKET_TIMESTAMP_MAX,MONITORING_ENTER_TIME,MONITORING_TIME_BEFORE_BROADCAST,MONITORING_TIME_END,TIME_DIFF_SECONDS
682da3b5b5d80ae4316c3e88,93.184.216.180,1747821480,1747821540,NOT DETECTED,1,1747821491.854319,1747821491854319,1747821491854319,1747821491527731,1747821491527731,1747821493.522937,1747821493.622543,1747821493.924195,2.069875955581665
682da3bdb5d80ae4316c48b4,34.197.194.114,1747821480,1747821540,NOT DETECTED,1,1747821498.179464,1747821498179464,1747821498179464,1747821497945970,1747821497945970,1747821501.565447,1747821501.666254,1747821501.966312,3.7868478298187256
682da3bdb5d80ae4316c48b5,34.197.129.91,1747821480,1747821540,NOT DETECTED,1,1747821499.21123,1747821499211230,1747821499211230,1747821498946470,1747821498946470,1747821501.565482,1747821501.666254,1747821501.966312,2.75508189201355
682da3bdb5d80ae4316c48b6,62.138.155.102,1747821480,1747821540,NOT DETECTED,1,1747821501.252788,1747821501252788,1747821501252788,1747821501007108,1747821501007108,1747821501.565499,1747821501.666254,1747821501.966312,0.7135238647460938
682da3ccb5d80ae4316c4cd2,31.13.80.12,1747821480,1747821540,NOT DETECTED,1,1747821513.541596,1747821513541596,1747821513541596,1747821512573988,1747821512573988,1747821515.656061,1747821515.75549,1747821516.05562,2.514024019241333
682da3ccb5d80ae4316c4cd3,157.240.2.35,1747821480,1747821540,NOT DETECTED,1,1747821513.541984,1747821513541984,1747821513541984,1747821512587229,1747821512587229,1747821515.656089,1747821515.75549,1747821516.05562,2.5136358737945557
682da3ccb5d80ae4316c4cd4,199.59.148.11,1747821480,1747821540,NOT DETECTED,1,1747821513.543766,1747821513543766,1747821513543766,1747821512640855,1747821512640855,1747821515.656105,1747821515.75549,1747821516.05562,2.5118539333343506
682da3ceb5d80ae4316c4d2f,62.138.155.102,1747821480,1747821540,NOT DETECTED,2,1747821501.252788,1747821516611377,1747821508932082.5,1747821501007108,1747821515676631,1747821517.726031,1747821517.82595,1747821518.127072,16.874284029006958
682da42cb5d80ae4316c715a,192.0.79.33,1747821540,1747821600,NOT DETECTED,1,1747821578.959955,1747821578959955,1747821578959955,1747821578786919,1747821578786919,1747821611.962486,1747821612.062399,1747821612.362552,33.402596950531006
682da450b5d80ae4316c9b1a,213.155.156.185,1747821540,1747821600,NOT DETECTED,1,1747821587.253486,1747821587253486,1747821587253486,1747821587078501,1747821587078501,1747821648.044258,1747821648.144002,1747821648.444722,61.19123601913452
