_id,IP_DST,TIMESTAMP_START,TIMESTAMP_END,STATUS,COUNT_PACKETS,SNIFF_TIMESTAMP_START,SNIFF_TIMESTAMP_START_MAX,SNIFF_TIMESTAMP_START_AVG,PACKET_TIMESTAMP_MIN,PACKET_TIMESTAMP_MAX,MONITORING_ENTER_TIME,MONITORING_TIME_BEFORE_BROADCAST,MONITORING_TIME_END,TIME_DIFF_SECONDS
682d9f300c3db50d1afceb23,93.184.216.180,1747820280,1747820340,NOT DETECTED,1,1747820334.652562,1747820334652562,1747820334652562,1747820334271450,1747820334271450,1747820335.775709,1747820335.87583,1747820336.176605,1.524043083190918
682d9f380c3db50d1afcf51d,34.197.194.114,1747820340,1747820400,NOT DETECTED,1,1747820341.103911,1747820341103911,1747820341103911,1747820340689688,1747820340689688,1747820343.870145,1747820343.970857,1747820344.371562,3.267651081085205
682d9f380c3db50d1afcf51e,34.197.129.91,1747820340,1747820400,NOT DETECTED,1,1747820342.130258,1747820342130258,1747820342130258,1747820341690178,1747820341690178,1747820343.870183,1747820343.970857,1747820344.371562,2.2413039207458496
682d9f3a0c3db50d1afcf62c,62.138.155.102,1747820340,1747820400,NOT DETECTED,1,1747820344.175701,1747820344175701,1747820344175701,1747820343750826,1747820343750826,1747820345.893166,1747820345.993025,1747820346.393297,2.2175960540771484
682d9f440c3db50d1afcf8d9,31.13.80.12,1747820340,1747820400,NOT DETECTED,1,1747820355.44371,1747820355443710,1747820355443710,1747820355317707,1747820355317707,1747820355.956241,1747820356.057032,1747820356.357059,0.913348913192749
682d9f440c3db50d1afcf8da,157.240.2.35,1747820340,1747820400,NOT DETECTED,1,1747820355.444107,1747820355444107,1747820355444107,1747820355330951,1747820355330951,1747820355.95628,1747820356.057032,1747820356.357059,0.9129519462585449
682d9f440c3db50d1afcf8db,199.59.148.11,1747820340,1747820400,NOT DETECTED,1,1747820355.447836,1747820355447836,1747820355447836,1747820355384566,1747820355384566,1747820355.956297,1747820356.057032,1747820356.357059,0.9092230796813965
682d9f480c3db50d1afcf996,62.138.155.102,1747820340,1747820400,NOT DETECTED,2,1747820344.175701,1747820358513235,1747820351344468,1747820343750826,1747820358420340,1747820360.021894,1747820360.122576,1747820360.522086,16.34638500213623
682d9fa60c3db50d1afd3ab8,192.0.79.33,1747820400,1747820460,NOT DETECTED,1,1747820421.75498,1747820421754980,1747820421754980,1747820421530638,1747820421530638,1747820454.324917,1747820454.425678,1747820454.725156,32.970175981521606
682d9fc60c3db50d1afd5b30,213.155.156.185,1747820400,1747820460,NOT DETECTED,1,1747820430.005352,1747820430005352,1747820430005352,1747820429822224,1747820429822224,1747820486.444722,1747820486.545421,1747820486.845071,56.83971905708313
