_id,IP_DST,TIMESTAMP_START,TIMESTAMP_END,STATUS,COUNT_PACKETS,SNIFF_TIMESTAMP_START,SNIFF_TIMESTAMP_START_MAX,SNIFF_TIMESTAMP_START_AVG,PACKET_TIMESTAMP_MIN,PACKET_TIMESTAMP_MAX,MONITORING_ENTER_TIME,MONITORING_TIME_BEFORE_BROADCAST,MONITORING_TIME_END,TIME_DIFF_SECONDS
682d71660904483f9b3d3d1e,172.16.0.1,1747808580,1747808640,NOT DETECTED,58,1747808613.021771,1747808613031966,1747808613027205.2,1747808613004283,1747808613006480,1747808614.110984,1747808614.211588,1747808614.612648,1.5908770561218262
682d71690904483f9b3d3d25,172.16.0.1,1747808580,1747808640,DETECTED,371,1747808613.021771,1747808613087950,1747808613053774,1747808613004283,1747808613018476,1747808616.156577,1747808616.256763,1747808617.156465,4.1346940994262695
682d716b0904483f9b3d41c9,172.16.0.1,1747808580,1747808640,DETECTED,591,1747808613.021771,1747808613129156,1747808613074157.8,1747808613004283,1747808613027033,1747808618.256308,1747808618.357008,1747808619.257378,6.235607147216797
682d716d0904483f9b3d453d,172.16.0.1,1747808580,1747808640,DETECTED,868,1747808613.021771,1747808613723003,1747808613120200.8,1747808613004283,1747808613037903,1747808620.276422,1747808620.37645,1747808621.276776,8.255005121231079
682d71730904483f9b3d47ee,192.168.10.50,1747808580,1747808640,NOT DETECTED,5,1747808614.339901,1747808614349275,1747808614343968.8,1747808614320073,1747808614321571,1747808626.397609,1747808626.497225,1747808627.397392,13.057491064071655
682d71730904483f9b3d47ef,172.16.0.1,1747808580,1747808640,DETECTED,983,1747808613.021771,1747808614365612,1747808613264413.2,1747808613004283,1747808614324496,1747808626.397647,1747808626.497225,1747808627.397392,14.37562108039856
682d71750904483f9b3d47f0,172.16.0.1,1747808580,1747808640,DETECTED,1224,1747808613.021771,1747808614410577,1747808613485515,1747808613004283,1747808614333898,1747808628.416117,1747808628.515347,1747808629.316444,16.294672966003418
682d71770904483f9b3d47f6,172.16.0.1,1747808580,1747808640,DETECTED,1598,1747808613.021771,1747808614489322,1747808613711338.8,1747808613004283,1747808614348097,1747808630.430582,1747808630.530763,1747808631.132018,18.110247135162354
682d71790904483f9b3d47fa,172.16.0.1,1747808580,1747808640,DETECTED,1856,1747808613.021771,1747808614539135,1747808613823047.2,1747808613004283,1747808614358253,1747808632.53382,1747808632.63355,1747808633.632928,20.611156940460205
682d71790904483f9b3d47fb,192.82.242.50,1747808580,1747808640,NOT DETECTED,2,1747808615.144148,1747808615146952,1747808615145550,1747808614975986,1747808615048074,1747808632.533876,1747808632.63355,1747808633.632928,18.4887797832489
682d717b0904483f9b3d4815,192.82.242.50,1747808580,1747808640,NOT DETECTED,11,1747808615.144148,1747808615668438,1747808615497985.5,1747808614975986,1747808615559131,1747808634.631564,1747808634.731328,1747808635.33182,20.187671899795532
682d717b0904483f9b3d4816,162.248.16.28,1747808580,1747808640,NOT DETECTED,1,1747808615.671814,1747808615671814,1747808615671814,1747808615621567,1747808615621567,1747808634.631596,1747808634.731328,1747808635.33182,19.660006046295166
682d717b0904483f9b3d4817,192.168.10.50,1747808580,1747808640,NOT DETECTED,14,1747808614.339901,1747808615681749,1747808615192730.8,1747808614320073,1747808615633097,1747808634.631611,1747808634.731328,1747808635.33182,20.99191904067993
682d717b0904483f9b3d4818,172.16.0.1,1747808580,1747808640,DETECTED,1958,1747808613.021771,1747808615698215,1747808613920130.2,1747808613004283,1747808615635955,1747808634.631623,1747808634.731328,1747808635.33182,22.310049057006836
682d717d0904483f9b3d4825,172.16.0.1,1747808580,1747808640,DETECTED,2349,1747808613.021771,1747808615797004,1747808614224175.2,1747808613004283,1747808615651009,1747808636.645782,1747808636.745555,1747808637.347167,24.325396060943604
682d717f0904483f9b3d482a,172.16.0.1,1747808580,1747808640,DETECTED,2735,1747808613.021771,1747808615952782,1747808614451857.8,1747808613004283,1747808615665906,1747808638.668303,1747808638.768948,1747808639.470121,26.448349952697754
682d71810904483f9b3d482e,172.16.0.1,1747808580,1747808640,DETECTED,2846,1747808613.021771,1747808615972182,1747808614510762.5,1747808613004283,1747808615670322,1747808640.679233,1747808640.779239,1747808641.579915,28.558144092559814
682d71810904483f9b3d482f,192.82.242.50,1747808580,1747808640,NOT DETECTED,13,1747808615.144148,1747808615978916,1747808615571483.8,1747808614975986,1747808615788717,1747808640.67926,1747808640.779239,1747808641.579915,26.43576693534851
682d71830904483f9b3d484d,192.82.242.50,1747808580,1747808640,NOT DETECTED,14,1747808615.144148,1747808616971092,1747808615671456,1747808614975986,1747808616682669,1747808642.733256,1747808642.834239,1747808643.535425,28.391276836395264
682d71830904483f9b3d484e,192.168.10.50,1747808580,1747808640,NOT DETECTED,19,1747808614.339901,1747808616989092,1747808615664866,1747808614320073,1747808616957739,1747808642.733282,1747808642.834239,1747808643.535425,29.195523977279663
682d71830904483f9b3d484f,172.16.0.1,1747808580,1747808640,DETECTED,3183,1747808613.021771,1747808617050009,1747808614775908.8,1747808613004283,1747808616968685,1747808642.733297,1747808642.834239,1747808643.535425,30.513653993606567
682d71860904483f9b3d6201,172.16.0.1,1747808580,1747808640,DETECTED,3450,1747808613.021771,1747808617105858,1747808614954102.5,1747808613004283,1747808616978750,1747808644.832715,1747808644.932432,1747808646.031936,33.010164976119995
682d71870904483f9b3d6205,172.16.0.1,1747808580,1747808640,DETECTED,3836,1747808613.021771,1747808617464065,1747808615198529.2,1747808613004283,1747808616993941,1747808646.927907,1747808647.02779,1747808647.627475,34.60570406913757
682d718a0904483f9b3d6210,172.217.10.34,1747808580,1747808640,NOT DETECTED,1,1747808617.467443,1747808617467443,1747808617467443,1747808617147721,1747808617147721,1747808648.937188,1747808649.038066,1747808650.039019,32.57157611846924
682d718a0904483f9b3d6211,192.168.10.50,1747808580,1747808640,NOT DETECTED,24,1747808614.339901,1747808618298961,1747808616213061.2,1747808614320073,1747808618273582,1747808648.937239,1747808649.038066,1747808650.039019,35.69911813735962
682d718a0904483f9b3d6212,172.16.0.1,1747808580,1747808640,DETECTED,4149,1747808613.021771,1747808618335230,1747808615433534.5,1747808613004283,1747808618284160,1747808648.937255,1747808649.038066,1747808650.039019,37.01724815368652
682d718b0904483f9b3d621a,172.16.0.1,1747808580,1747808640,DETECTED,4546,1747808613.021771,1747808618390349,1747808615689346.8,1747808613004283,1747808618299622,1747808651.043975,1747808651.145074,1747808651.745836,38.72406506538391
682d718d0904483f9b3d6221,172.16.0.1,1747808580,1747808640,DETECTED,4824,1747808613.021771,1747808618428342,1747808615846099.5,1747808613004283,1747808618310508,1747808653.055608,1747808653.156237,1747808653.856781,40.835010051727295
